UAR Code,Principal / Duplicate
TNS_0791_I,PRINCIPAL
TNS_0792_I,PRINCIPAL
TNS_0793_I,PRINCIPAL
TNS_0794_I,PRINCIPAL
TNS_0795_I,PRINCIPAL
TNS_0796_I,PRINCIPAL
TNS_0797_I,PRINCIPAL
TNS_0798_I,PRINCIPAL
TNS_0799_I,PRINCIPAL
TNS_0800_I,PRINCIPAL
TNS_0801_I,PRINCIPAL
TNS_0802_I,PRINCIPAL
TNS_0803_I,PRINCIPAL
TNS_0804_I,PRINCIPAL
TNS_0805_I,PRINCIPAL
TNS_0806_I,PRINCIPAL
TNS_0807_I,PRINCIPAL
TNS_0808_I,PRINCIPAL
TNS_0809_I,PRINCIPAL
TNS_0810_I,PRINCIPAL
TNS_0811_I,PRINCIPAL
TNS_0812_I,PRINCIPAL
TNS_0813_I,PRINCIPAL
TNS_0814_I,PRINCIPAL
TNS_0815_I,PRINCIPAL
TNS_0816_I,PRINCIPAL
TNS_0817_I,PRINCIPAL
TNS_0818_I,PRINCIPAL
TNS_0819_I,PRINCIPAL
TNS_0820_I,PRINCIPAL
TNS_0821_I,PRINCIPAL
TNS_0822_I,PRINCIPAL
TNS_0823_I,PRINCIPAL
TNS_0824_I,PRINCIPAL
TNS_0825_I,PRINCIPAL
TNS_0826_I,PRINCIPAL
TNS_0827_I,PRINCIPAL
TNS_0828_I,PRINCIPAL
TNS_0829_I,PRINCIPAL
TNS_0830_I,PRINCIPAL
TNS_0831_I,PRINCIPAL
TNS_0832_I,PRINCIPAL
TNS_0833_I,PRINCIPAL
TNS_0834_I,PRINCIPAL
TNS_0835_I,PRINCIPAL
TNS_0836_I,PRINCIPAL
TNS_0837_I,PRINCIPAL
TNS_0838_I,PRINCIPAL
TNS_0839_I,PRINCIPAL
TNS_0840_I,PRINCIPAL
TNS_0841_I,PRINCIPAL
TNS_0842_I,PRINCIPAL
TNS_0843_I,PRINCIPAL
TNS_0844_I,PRINCIPAL
TNS_0845_I,PRINCIPAL
TNS_0846_I,PRINCIPAL
TNS_0847_I,PRINCIPAL
TNS_0848_I,PRINCIPAL
TNS_0849_I,PRINCIPAL
TNS_0850_I,PRINCIPAL
TNS_0851_I,PRINCIPAL
TNS_0852_I,PRINCIPAL
TNS_0853_I,PRINCIPAL
TNS_0854_I,PRINCIPAL
TNS_0855_I,PRINCIPAL
TNS_0856_I,PRINCIPAL
TNS_0857_I,PRINCIPAL
TNS_0858_I,PRINCIPAL
TNS_0859_I,PRINCIPAL
TNS_0860_I,PRINCIPAL
TNS_0861_I,PRINCIPAL
TNS_0862_I,PRINCIPAL
TNS_0863_I,PRINCIPAL
TNS_0864_I,PRINCIPAL
TNS_0865_I,PRINCIPAL
TNS_0866_I,PRINCIPAL
TNS_0867_I,PRINCIPAL
TNS_0868_I,PRINCIPAL
TNS_0869_I,PRINCIPAL
TNS_0870_I,PRINCIPAL
TNS_0871_I,PRINCIPAL
TNS_0872_I,PRINCIPAL
TNS_0873_I,PRINCIPAL
TNS_0874_I,PRINCIPAL
TNS_0875_I,PRINCIPAL
TNS_0876_I,PRINCIPAL
TNS_0877_I,PRINCIPAL
TNS_0878_I,PRINCIPAL
TNS_0879_I,PRINCIPAL
TNS_0880_I,PRINCIPAL
TNS_0881_I,PRINCIPAL
TNS_0882_I,PRINCIPAL
TNS_0883_I,PRINCIPAL
TNS_0884_I,PRINCIPAL
TNS_0885_I,PRINCIPAL
TNS_0886_I,PRINCIPAL
TNS_0887_I,PRINCIPAL
TNS_0888_I,PRINCIPAL
TNS_0889_I,PRINCIPAL
TNS_0890_I,PRINCIPAL
TNS_0891_I,PRINCIPAL
TNS_0892_I,PRINCIPAL
TNS_0893_I,PRINCIPAL
TNS_0894_I,PRINCIPAL
TNS_0895_I,PRINCIPAL
TNS_0896_I,PRINCIPAL
TNS_0897_I,PRINCIPAL
TNS_0898_I,PRINCIPAL
TNS_0899_I,PRINCIPAL
TNS_0900_I,PRINCIPAL
TNS_0901_I,PRINCIPAL
TNS_0902_I,PRINCIPAL
TNS_0903_I,PRINCIPAL
TNS_0904_I,PRINCIPAL
TNS_0905_I,PRINCIPAL
TNS_0906_I,PRINCIPAL
TNS_0907_I,PRINCIPAL
TNS_0908_I,PRINCIPAL
TNS_0909_I,PRINCIPAL
TNS_0910_I,PRINCIPAL
TNS_0911_I,PRINCIPAL
TNS_0912_I,PRINCIPAL
TNS_0913_I,PRINCIPAL
TNS_0914_I,PRINCIPAL
TNS_0915_I,PRINCIPAL
TNS_0916_I,PRINCIPAL
TNS_0917_I,PRINCIPAL
TNS_0918_I,PRINCIPAL
TNS_0919_I,PRINCIPAL
TNS_0920_I,PRINCIPAL
TNS_0921_I,PRINCIPAL
TNS_0922_I,PRINCIPAL
TNS_0923_I,PRINCIPAL
TNS_0924_I,PRINCIPAL
TNS_0925_I,PRINCIPAL
TNS_0926_I,PRINCIPAL
TNS_0927_I,PRINCIPAL
TNS_0928_I,PRINCIPAL
TNS_0929_I,PRINCIPAL
TNS_0930_I,PRINCIPAL
TNS_0931_I,PRINCIPAL
TNS_0932_I,PRINCIPAL
TNS_0933_I,PRINCIPAL
TNS_0934_I,PRINCIPAL
TNS_0935_I,PRINCIPAL
TNS_0936_I,PRINCIPAL
TNS_0937_I,PRINCIPAL
TNS_0938_I,PRINCIPAL
TNS_0939_I,PRINCIPAL
TNS_0940_I,PRINCIPAL
TNS_0941_I,PRINCIPAL
TNS_0942_I,PRINCIPAL
TNS_0943_I,PRINCIPAL
TNS_0944_I,PRINCIPAL
TNS_0945_I,PRINCIPAL
TNS_0946_I,PRINCIPAL
TNS_0947_I,PRINCIPAL
TNS_0948_I,PRINCIPAL
TNS_0949_I,PRINCIPAL
TNS_0950_I,PRINCIPAL
TNS_0951_I,PRINCIPAL
TNS_0952_I,PRINCIPAL
TNS_0953_I,PRINCIPAL
TNS_0954_I,PRINCIPAL
TNS_0955_I,PRINCIPAL
TNS_0956_I,PRINCIPAL
TNS_0957_I,PRINCIPAL
TNS_0958_I,PRINCIPAL
TNS_0959_I,PRINCIPAL
TNS_0960_I,PRINCIPAL
TNS_0961_I,PRINCIPAL
TNS_0962_I,PRINCIPAL
TNS_0963_I,PRINCIPAL
TNS_0964_I,PRINCIPAL
TNS_0965_I,PRINCIPAL
TNS_0966_I,PRINCIPAL
TNS_0967_I,PRINCIPAL
TNS_0968_I,PRINCIPAL
TNS_0969_I,PRINCIPAL
TNS_0970_I,PRINCIPAL
TNS_0971_I,PRINCIPAL
TNS_0972_I,PRINCIPAL
TNS_0973_I,PRINCIPAL
TNS_0974_I,PRINCIPAL
TNS_0975_I,PRINCIPAL
TNS_0976_I,PRINCIPAL
TNS_0977_I,PRINCIPAL
TNS_0978_I,PRINCIPAL
TNS_0979_I,PRINCIPAL
TNS_0980_I,PRINCIPAL
TNS_0981_I,PRINCIPAL
TNS_0982_I,PRINCIPAL
TNS_0983_I,PRINCIPAL
TNS_0984_I,PRINCIPAL
TNS_0985_I,PRINCIPAL
TNS_0986_I,PRINCIPAL
TNS_0987_I,PRINCIPAL
TNS_0988_I,PRINCIPAL
TNS_0989_I,PRINCIPAL
TNS_0990_I,PRINCIPAL
TNS_0991_I,PRINCIPAL
TNS_0992_I,PRINCIPAL
TNS_0993_I,PRINCIPAL
TNS_0994_I,PRINCIPAL
TNS_0995_I,PRINCIPAL
TNS_0996_I,PRINCIPAL
TNS_0997_I,PRINCIPAL
TNS_0998_I,PRINCIPAL
TNS_0999_I,PRINCIPAL
TNS_1000_I,PRINCIPAL
TNS_1001_I,PRINCIPAL
TNS_1002_I,PRINCIPAL
TNS_1003_I,PRINCIPAL
TNS_1004_I,PRINCIPAL
TNS_1005_I,PRINCIPAL
TNS_1006_I,PRINCIPAL
TNS_1007_I,PRINCIPAL
TNS_1008_I,PRINCIPAL
TNS_1009_I,PRINCIPAL
TNS_1010_I,PRINCIPAL
TNS_1011_I,PRINCIPAL
TNS_1012_I,PRINCIPAL
TNS_1013_I,PRINCIPAL
TNS_1014_I,PRINCIPAL
TNS_1015_I,PRINCIPAL
TNS_1016_I,PRINCIPAL
TNS_1017_I,PRINCIPAL
TNS_1018_I,PRINCIPAL
TNS_1019_I,PRINCIPAL
TNS_1020_I,PRINCIPAL
TNS_1021_I,PRINCIPAL
TNS_1022_I,PRINCIPAL
TNS_1023_I,PRINCIPAL
TNS_1024_I,PRINCIPAL
TNS_1025_I,PRINCIPAL
TNS_1026_I,PRINCIPAL
TNS_1027_I,PRINCIPAL
TNS_1028_I,PRINCIPAL
TNS_1029_I,PRINCIPAL
TNS_1030_I,PRINCIPAL
TNS_1031_I,PRINCIPAL
TNS_1032_I,PRINCIPAL
TNS_1033_I,PRINCIPAL
TNS_1034_I,PRINCIPAL
TNS_1035_I,PRINCIPAL
TNS_1036_I,PRINCIPAL
TNS_1037_I,PRINCIPAL
TNS_1038_I,PRINCIPAL
TNS_1039_I,PRINCIPAL
TNS_1040_I,PRINCIPAL
TNS_1041_I,PRINCIPAL
TNS_1042_I,PRINCIPAL
TNS_1043_I,PRINCIPAL
TNS_1044_I,PRINCIPAL
TNS_1045_I,PRINCIPAL
TNS_1046_I,PRINCIPAL
TNS_1047_I,PRINCIPAL
TNS_1048_I,PRINCIPAL
TNS_1049_I,PRINCIPAL
TNS_1050_I,PRINCIPAL
TNS_1051_I,PRINCIPAL
TNS_1052_I,PRINCIPAL
TNS_1053_I,PRINCIPAL
TNS_1054_I,PRINCIPAL
TNS_1055_I,PRINCIPAL
TNS_1056_I,PRINCIPAL
TNS_1057_I,PRINCIPAL
TNS_1058_I,PRINCIPAL
TNS_1059_I,PRINCIPAL
TNS_1060_I,PRINCIPAL
TNS_1061_I,PRINCIPAL
TNS_1062_I,PRINCIPAL
TNS_1063_I,PRINCIPAL
TNS_1064_I,PRINCIPAL
TNS_1065_I,PRINCIPAL
TNS_1066_I,PRINCIPAL
TNS_1067_I,PRINCIPAL
TNS_1068_I,PRINCIPAL
TNS_1069_I,PRINCIPAL
TNS_1070_I,PRINCIPAL
TNS_1071_I,PRINCIPAL
TNS_1072_I,PRINCIPAL
TNS_1073_I,PRINCIPAL
TNS_1074_I,PRINCIPAL
TNS_1075_I,PRINCIPAL
TNS_1076_I,PRINCIPAL
TNS_1077_I,PRINCIPAL
TNS_1078_I,PRINCIPAL
TNS_1079_I,PRINCIPAL
TNS_1080_I,PRINCIPAL
TNS_1081_I,PRINCIPAL
TNS_1082_I,PRINCIPAL
TNS_1083_I,PRINCIPAL
TNS_1084_I,PRINCIPAL
TNS_1085_I,PRINCIPAL
TNS_1086_I,PRINCIPAL
TNS_1087_I,PRINCIPAL
TNS_1088_I,PRINCIPAL
TNS_1089_I,PRINCIPAL
TNS_1090_I,PRINCIPAL
TNS_1091_I,PRINCIPAL
TNS_1092_I,PRINCIPAL
TNS_1093_I,PRINCIPAL
TNS_1094_I,PRINCIPAL
TNS_1095_I,PRINCIPAL
TNS_1096_I,PRINCIPAL
TNS_1097_I,PRINCIPAL
TNS_1098_I,PRINCIPAL
TNS_1099_I,PRINCIPAL
TNS_1100_I,PRINCIPAL
TNS_1101_I,PRINCIPAL
TNS_1102_I,PRINCIPAL
TNS_1103_I,PRINCIPAL
TNS_1104_I,PRINCIPAL
TNS_1105_I,PRINCIPAL
TNS_1106_I,PRINCIPAL
TNS_1107_I,PRINCIPAL
TNS_1108_I,PRINCIPAL
TNS_1109_I,PRINCIPAL
TNS_1110_I,PRINCIPAL
TNS_1111_I,PRINCIPAL
TNS_1112_I,PRINCIPAL
TNS_1113_I,PRINCIPAL
TNS_1114_I,PRINCIPAL
TNS_1115_I,PRINCIPAL
TNS_1116_I,PRINCIPAL
TNS_1117_I,PRINCIPAL
TNS_1118_I,PRINCIPAL
TNS_1119_I,PRINCIPAL
TNS_1120_I,PRINCIPAL
TNS_1121_I,PRINCIPAL
TNS_1122_I,PRINCIPAL
TNS_1123_I,PRINCIPAL
TNS_1124_I,PRINCIPAL
TNS_1125_I,PRINCIPAL
TNS_1126_I,PRINCIPAL
TNS_1127_I,PRINCIPAL
TNS_1128_I,PRINCIPAL
TNS_1129_I,PRINCIPAL
TNS_1130_I,PRINCIPAL
TNS_1131_I,PRINCIPAL
TNS_1132_I,PRINCIPAL
TNS_1133_I,PRINCIPAL
TNS_1134_I,PRINCIPAL
TNS_1135_I,PRINCIPAL
TNS_1136_I,PRINCIPAL
TNS_1137_I,PRINCIPAL
TNS_1138_I,PRINCIPAL
TNS_1139_I,PRINCIPAL
TNS_1140_I,PRINCIPAL
TNS_1141_I,PRINCIPAL
TNS_1142_I,PRINCIPAL
TNS_1143_I,PRINCIPAL
TNS_1144_I,PRINCIPAL
TNS_1145_I,PRINCIPAL
TNS_1146_I,PRINCIPAL
TNS_1147_I,PRINCIPAL
TNS_1148_I,PRINCIPAL
TNS_1149_I,PRINCIPAL
TNS_1150_I,PRINCIPAL
TNS_1151_I,PRINCIPAL
TNS_1152_I,PRINCIPAL
TNS_1153_I,PRINCIPAL
TNS_1154_I,PRINCIPAL
TNS_1155_I,PRINCIPAL
TNS_1156_I,PRINCIPAL
TNS_1157_I,PRINCIPAL
TNS_1158_I,PRINCIPAL
TNS_1159_I,PRINCIPAL
TNS_1160_I,PRINCIPAL
TNS_1161_I,PRINCIPAL
TNS_1162_I,PRINCIPAL
TNS_1163_I,PRINCIPAL
TNS_1164_I,PRINCIPAL
TNS_1165_I,PRINCIPAL
TNS_1166_I,PRINCIPAL
TNS_1167_I,PRINCIPAL
TNS_1168_I,PRINCIPAL
TNS_1169_I,PRINCIPAL
TNS_1170_I,PRINCIPAL
TNS_1171_I,PRINCIPAL
TNS_1172_I,PRINCIPAL
TNS_1173_I,PRINCIPAL
TNS_1174_I,PRINCIPAL
TNS_1175_I,PRINCIPAL
TNS_1176_I,PRINCIPAL
TNS_1177_I,PRINCIPAL
TNS_1178_I,PRINCIPAL
TNS_1179_I,PRINCIPAL
TNS_1180_I,PRINCIPAL
TNS_1181_I,PRINCIPAL
TNS_1182_I,PRINCIPAL
TNS_1183_I,PRINCIPAL
TNS_1184_I,PRINCIPAL
TNS_1185_I,PRINCIPAL
TNS_1186_I,PRINCIPAL
TNS_1187_I,PRINCIPAL
TNS_1188_I,PRINCIPAL
TNS_1189_I,PRINCIPAL
TNS_1190_I,PRINCIPAL
TNS_1191_I,PRINCIPAL
TNS_1192_I,PRINCIPAL
TNS_1193_I,PRINCIPAL
TNS_1194_I,PRINCIPAL
TNS_1195_I,PRINCIPAL
TNS_1196_I,PRINCIPAL
TNS_1197_I,PRINCIPAL
TNS_1198_I,PRINCIPAL
TNS_1199_I,PRINCIPAL
TNS_1200_I,PRINCIPAL
TNS_1201_I,PRINCIPAL
TNS_1202_I,PRINCIPAL
TNS_1203_I,PRINCIPAL
TNS_1204_I,PRINCIPAL
TNS_1205_I,PRINCIPAL
TNS_1206_I,PRINCIPAL
TNS_1207_I,PRINCIPAL
TNS_1208_I,PRINCIPAL
TNS_1209_I,PRINCIPAL
TNS_1210_I,PRINCIPAL
TNS_1211_I,PRINCIPAL
TNS_1212_I,PRINCIPAL
TNS_1213_I,PRINCIPAL
TNS_1214_I,PRINCIPAL
TNS_1215_I,PRINCIPAL
TNS_1216_I,PRINCIPAL
TNS_1217_I,PRINCIPAL
TNS_1218_I,PRINCIPAL
TNS_1219_I,PRINCIPAL
TNS_1220_I,PRINCIPAL
TNS_1221_I,PRINCIPAL
TNS_1222_I,PRINCIPAL
TNS_1223_I,PRINCIPAL
TNS_1224_I,PRINCIPAL
TNS_1225_I,PRINCIPAL
TNS_1226_I,PRINCIPAL
TNS_1227_I,PRINCIPAL
TNS_1228_I,PRINCIPAL
TNS_1229_I,PRINCIPAL
TNS_1230_I,PRINCIPAL
TNS_1231_I,PRINCIPAL
TNS_1232_I,PRINCIPAL
TNS_1233_I,PRINCIPAL
TNS_1234_I,PRINCIPAL
TNS_1235_I,PRINCIPAL
TNS_1236_I,PRINCIPAL
TNS_1237_I,PRINCIPAL
TNS_1238_I,PRINCIPAL
TNS_1239_I,PRINCIPAL
TNS_1240_I,PRINCIPAL
TNS_1241_I,PRINCIPAL
TNS_1242_I,PRINCIPAL
TNS_1243_I,PRINCIPAL
TNS_1244_I,PRINCIPAL
TNS_1245_I,PRINCIPAL
TNS_1246_I,PRINCIPAL
TNS_1247_I,PRINCIPAL
TNS_1248_I,PRINCIPAL
TNS_1249_I,PRINCIPAL
TNS_1250_I,PRINCIPAL
TNS_1251_I,PRINCIPAL
TNS_1252_I,PRINCIPAL
TNS_1253_I,PRINCIPAL
TNS_1254_I,PRINCIPAL
TNS_1255_I,PRINCIPAL
TNS_1256_I,PRINCIPAL
TNS_1257_I,PRINCIPAL
TNS_1258_I,PRINCIPAL
TNS_1259_I,PRINCIPAL
TNS_1260_I,PRINCIPAL
TNS_1261_I,PRINCIPAL
TNS_1262_I,PRINCIPAL
TNS_1263_I,PRINCIPAL
TNS_1264_I,PRINCIPAL
TNS_1265_I,PRINCIPAL
TNS_1266_I,PRINCIPAL
TNS_1267_I,PRINCIPAL
TNS_1268_I,PRINCIPAL
TNS_1269_I,PRINCIPAL
TNS_1270_I,PRINCIPAL
TNS_1271_I,PRINCIPAL
TNS_1272_I,PRINCIPAL
TNS_1273_I,PRINCIPAL
TNS_1274_I,PRINCIPAL
TNS_1275_I,PRINCIPAL
TNS_1276_I,PRINCIPAL
TNS_1277_I,PRINCIPAL
TNS_1278_I,PRINCIPAL
TNS_1279_I,PRINCIPAL
TNS_1280_I,PRINCIPAL
TNS_1281_I,PRINCIPAL
TNS_1282_I,PRINCIPAL
TNS_1283_I,PRINCIPAL
TNS_1284_I,PRINCIPAL
TNS_1285_I,PRINCIPAL
TNS_1286_I,PRINCIPAL
TNS_1287_I,PRINCIPAL
TNS_1288_I,PRINCIPAL
TNS_1289_I,PRINCIPAL
TNS_1290_I,PRINCIPAL
TNS_1291_I,PRINCIPAL
TNS_1292_I,PRINCIPAL
TNS_1293_I,PRINCIPAL
TNS_1294_I,PRINCIPAL
TNS_1295_I,PRINCIPAL
TNS_1296_I,PRINCIPAL
TNS_1297_I,PRINCIPAL
TNS_1298_I,PRINCIPAL
TNS_1299_I,PRINCIPAL
TNS_1300_I,PRINCIPAL
TNS_1301_I,PRINCIPAL
TNS_1302_I,PRINCIPAL
TNS_1303_I,PRINCIPAL
TNS_1304_I,PRINCIPAL
TNS_1305_I,PRINCIPAL
TNS_1306_I,PRINCIPAL
TNS_1307_I,PRINCIPAL
TNS_1308_I,PRINCIPAL
TNS_1309_I,PRINCIPAL
TNS_1310_I,PRINCIPAL
TNS_1311_I,PRINCIPAL
TNS_1312_I,PRINCIPAL
TNS_1313_I,PRINCIPAL
TNS_1314_D,PRINCIPAL
TNS_1315_D,PRINCIPAL
TNS_1316_I,DUPLICATE
TNS_1317_I,DUPLICATE
TNS_1318_V,DUPLICATE
TNS_1319_V,DUPLICATE
TNS_1320_V,PRINCIPAL
TNS_1321_V,PRINCIPAL
TNS_1322_V,PRINCIPAL
TNS_1323_V,PRINCIPAL
TNS_1324_V,DUPLICATE
TNS_1325_V,DUPLICATE
TNS_1326_V,DUPLICATE
TNS_1327_V,DUPLICATE
TNS_1328_V,DUPLICATE
TNS_1329_V,DUPLICATE
TNS_1330_V,DUPLICATE
TNS_1331_V,DUPLICATE
TNS_1332_I,DUPLICATE
TNS_1333_I,DUPLICATE
TNS_1334_I,DUPLICATE
TNS_1335_I,DUPLICATE
TNS_1336_I,DUPLICATE
TNS_1337_I,DUPLICATE
TNS_1338_I,DUPLICATE
TNS_1339_I,DUPLICATE
TNS_1340_I,DUPLICATE
TNS_1341_I,DUPLICATE
TNS_1342_I,DUPLICATE
TNS_1343_I,DUPLICATE
TNS_1344_I,DUPLICATE
TNS_1345_I,DUPLICATE
TNS_1346_I,DUPLICATE
TNS_1347_I,DUPLICATE
TNS_1348_I,DUPLICATE
TNS_1349_V,DUPLICATE
TNS_1350_V,DUPLICATE
TNS_1351_I,DUPLICATE
TNS_1352_I,DUPLICATE
TNS_1353_I,DUPLICATE
TNS_1354_I,DUPLICATE
TNS_1355_I,DUPLICATE
TNS_1356_V,DUPLICATE
TNS_1357_V,DUPLICATE
TNS_1358_V,DUPLICATE
TNS_1359_V,DUPLICATE
TNS_1360_I,DUPLICATE
TNS_1361_V,DUPLICATE
TNS_1362_A,PRINCIPAL
TNS_1363_A,PRINCIPAL
TNS_1364_A,PRINCIPAL
TNS_1365_A,PRINCIPAL
TNS_1366_A,PRINCIPAL
TNS_1367_A,PRINCIPAL
TNS_1368_A,PRINCIPAL
TNS_1369_A,PRINCIPAL
TNS_1370_A,PRINCIPAL
TNS_1371_A,PRINCIPAL
TNS_1372_A,PRINCIPAL
TNS_1373_A,PRINCIPAL
TNS_1374_A,PRINCIPAL
TNS_1375_A,PRINCIPAL
TNS_1376_A,PRINCIPAL
TNS_1377_A,PRINCIPAL
TNS_1378_A,PRINCIPAL
TNS_1379_A,PRINCIPAL
TNS_1380_A,PRINCIPAL
TNS_1381_I,DUPLICATE
TNS_1382_I,DUPLICATE
TNS_1383_I,DUPLICATE
TNS_1384_I,DUPLICATE
TNS_1385_I,DUPLICATE
TNS_1386_I,DUPLICATE
TNS_1387_I,DUPLICATE
TNS_1388_I,DUPLICATE
TNS_1389_I,DUPLICATE
TNS_1390_V,DUPLICATE
TNS_1391_V,DUPLICATE
TNS_1392_I,DUPLICATE
TNS_1393_I,DUPLICATE
TNS_1394_V,DUPLICATE
TNS_1395_V,DUPLICATE
TNS_1396_V,DUPLICATE
TNS_1397_V,DUPLICATE
TNS_1398_V,DUPLICATE
TNS_1399_V,DUPLICATE
TNS_1400_V,DUPLICATE
TNS_1401_V,DUPLICATE
TNS_1402_I,DUPLICATE
TNS_1403_I,DUPLICATE
TNS_1404_I,DUPLICATE
TNS_1405_I,DUPLICATE
TNS_1406_I,DUPLICATE
TNS_1407_I,DUPLICATE
TNS_1408_V,DUPLICATE
TNS_1409_V,DUPLICATE
TNS_1410_V,DUPLICATE
TNS_1411_I,DUPLICATE
TNS_1412_V,DUPLICATE
TNS_1413_V,DUPLICATE
TNS_1414_V,DUPLICATE
TNS_1415_V,DUPLICATE
TNS_1416_V,DUPLICATE
TNS_1417_V,DUPLICATE
TNS_1418_V,DUPLICATE
TNS_1419_V,DUPLICATE
TNS_1420_V,DUPLICATE
TNS_1421_V,PRINCIPAL
TNS_1422_V,PRINCIPAL
TNS_1423_V,PRINCIPAL
TNS_1424_V,PRINCIPAL
TNS_1425_V,PRINCIPAL
TNS_1426_V,PRINCIPAL
TNS_1427_V,PRINCIPAL
TNS_1428_V,PRINCIPAL
TNS_1429_V,PRINCIPAL
TNS_1430_V,PRINCIPAL
TNS_1431_V,PRINCIPAL
TNS_1432_V,PRINCIPAL
TNS_1433_V,PRINCIPAL
TNS_1434_V,PRINCIPAL
TNS_1435_V,PRINCIPAL
TNS_1436_V,PRINCIPAL
TNS_1437_V,PRINCIPAL
TNS_1438_V,PRINCIPAL
TNS_1439_V,PRINCIPAL
TNS_1440_V,PRINCIPAL
TNS_1441_V,PRINCIPAL
TNS_1442_V,PRINCIPAL
TNS_1443_V,DUPLICATE
TNS_1444_V,DUPLICATE
TNS_1445_V,DUPLICATE
TNS_1446_V,DUPLICATE
TNS_1447_V,DUPLICATE
TNS_1448_V,DUPLICATE
TNS_1449_V,DUPLICATE
TNS_1450_V,DUPLICATE
TNS_1451_V,DUPLICATE
TNS_1452_V,DUPLICATE
TNS_1453_V,DUPLICATE
TNS_1454_V,DUPLICATE
TNS_1455_V,DUPLICATE
TNS_1456_V,DUPLICATE
TNS_1457_V,DUPLICATE
TNS_1458_V,DUPLICATE
TNS_1459_V,DUPLICATE
TNS_1460_V,DUPLICATE
TNS_1461_I,DUPLICATE
TNS_1462_I,DUPLICATE
TNS_1463_V,PRINCIPAL
TNS_1464_I,DUPLICATE
TNS_1465_I,DUPLICATE
TNS_1466_V,PRINCIPAL
TNS_1467_V,DUPLICATE
TNS_1468_V,DUPLICATE
TNS_1469_V,DUPLICATE
TNS_1470_V,DUPLICATE
TNS_1471_V,DUPLICATE
TNS_1472_V,DUPLICATE
TNS_1473_I,DUPLICATE
TNS_1474_I,DUPLICATE
TNS_1475_I,DUPLICATE
TNS_1476_I,DUPLICATE
TNS_1477_A,PRINCIPAL
TNS_1478_A,PRINCIPAL
TNS_1479_A,DUPLICATE
TNS_1480_A,DUPLICATE
TNS_1481_V,DUPLICATE
TNS_1482_V,DUPLICATE
TNS_1483_V,DUPLICATE
TNS_1484_V,DUPLICATE
TNS_1485_V,DUPLICATE
TNS_1486_V,DUPLICATE
TNS_1487_V,DUPLICATE
TNS_1488_V,DUPLICATE
TNS_1489_V,DUPLICATE
TNS_1490_I,DUPLICATE
TNS_1491_I,DUPLICATE
TNS_1492_I,DUPLICATE
TNS_1493_I,DUPLICATE
TNS_1494_I,DUPLICATE
TNS_1495_I,DUPLICATE
TNS_1496_I,DUPLICATE
TNS_1497_V,DUPLICATE
TNS_1498_I,PRINCIPAL
TNS_1499_I,PRINCIPAL
TNS_1500_V,DUPLICATE
TNS_1501_V,DUPLICATE
TNS_1502_V,DUPLICATE
TNS_1503_V,DUPLICATE
TNS_1504_V,DUPLICATE
TNS_1505_V,DUPLICATE
TNS_1506_V,DUPLICATE
TNS_1507_I,DUPLICATE
TNS_1508_I,DUPLICATE
TNS_1509_I,DUPLICATE
TNS_1510_I,DUPLICATE
TNS_1511_I,DUPLICATE
TNS_1512_I,DUPLICATE
TNS_1513_I,DUPLICATE
TNS_1514_I,DUPLICATE
TNS_1515_I,DUPLICATE
TNS_1516_I,DUPLICATE
TNS_1517_I,DUPLICATE
TNS_1518_I,DUPLICATE
TNS_1519_I,DUPLICATE
TNS_1520_I,DUPLICATE
TNS_1521_I,DUPLICATE
TNS_1522_I,DUPLICATE
TNS_1523_I,DUPLICATE
TNS_1524_I,DUPLICATE
TNS_1525_I,DUPLICATE
TNS_1526_I,DUPLICATE
TNS_1527_I,DUPLICATE
TNS_1528_I,DUPLICATE
TNS_1529_I,DUPLICATE
TNS_1530_I,DUPLICATE
TNS_1531_I,DUPLICATE
TNS_1532_I,DUPLICATE
TNS_1533_I,DUPLICATE
TNS_1534_I,DUPLICATE
TNS_1535_I,DUPLICATE
TNS_1536_I,DUPLICATE
TNS_1537_I,DUPLICATE
TNS_1538_I,DUPLICATE
TNS_1539_I,DUPLICATE
TNS_1540_I,DUPLICATE
TNS_1541_I,DUPLICATE
TNS_1542_I,DUPLICATE
TNS_1543_I,DUPLICATE
TNS_1544_I,DUPLICATE
TNS_1545_I,DUPLICATE
TNS_1546_I,DUPLICATE
TNS_1547_I,DUPLICATE
TNS_1548_I,DUPLICATE
TNS_1549_I,DUPLICATE
TNS_1550_I,DUPLICATE
TNS_1551_I,DUPLICATE
TNS_1552_I,DUPLICATE
TNS_1553_I,DUPLICATE
TNS_1554_I,DUPLICATE
TNS_1555_I,DUPLICATE
TNS_1556_I,DUPLICATE
TNS_1557_I,DUPLICATE
TNS_1558_I,DUPLICATE
TNS_1559_I,DUPLICATE
TNS_1560_I,DUPLICATE
TNS_1561_I,DUPLICATE
TNS_1562_I,DUPLICATE
TNS_1563_V,DUPLICATE
TNS_1564_V,DUPLICATE
TNS_1565_V,DUPLICATE
TNS_1566_V,DUPLICATE
TNS_1567_V,DUPLICATE
TNS_1568_V,DUPLICATE
TNS_1569_V,DUPLICATE
TNS_1570_V,DUPLICATE
TNS_1571_V,DUPLICATE
TNS_1572_V,DUPLICATE
TNS_1573_V,DUPLICATE
TNS_1574_V,DUPLICATE
TNS_1575_V,DUPLICATE
TNS_1576_V,DUPLICATE
TNS_1577_V,DUPLICATE
TNS_1578_V,DUPLICATE
